Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Incoming Radiation (MJ/m²),Outgoing Longwave Radiation (Rnl),Net Radiation (MJ/m²/day),ET0 (mm/day)
27-09-1994,24.03,30.56,18.73,75.25,1.68,96.58,1.7798,-1.2863,0.0842,0.9133
28-09-1994,23.12,29.83,17.51,72.62,1.64,96.62,1.8801,-1.3295,0.1181,0.9774
29-09-1994,23.42,29.33,16.73,66.62,1.06,96.55,1.855,-1.3864,0.0419,0.7825
30-09-1994,23.91,30.04,17.65,68.62,1.28,96.56,1.8395,-1.3475,0.0688,0.8929
01-10-1994,23.5,30.23,17.28,66.56,1.59,96.52,1.8714,-1.3859,0.0551,1.1434
02-10-1994,23.23,30.2,16.93,66.88,1.39,96.4,1.7755,-1.4193,-0.0521,0.9742
03-10-1994,23.31,30.21,16.97,65.94,1.28,96.32,1.9224,-1.3804,0.0998,0.9713
04-10-1994,23.55,30.53,17.59,70.88,1.62,96.33,1.9924,-1.2853,0.2488,1.071
05-10-1994,23.58,31.15,17.8,69.94,1.91,96.28,1.8248,-1.3503,0.0547,1.2223
06-10-1994,23.31,30.32,16.93,75.44,2.76,96.22,1.4956,-1.3684,-0.2168,1.2638
07-10-1994,23.76,29.81,18.38,75.38,3.88,96.17,1.8671,-1.2412,0.1965,1.7744
08-10-1994,23.8,30.1,18.92,77.62,2.86,96.26,1.8377,-1.2217,0.1933,1.2998
09-10-1994,23.51,30.6,16.21,59.62,1.41,96.45,1.8611,-1.4554,-0.0224,1.2162
10-10-1994,24.18,30.74,19.16,60.5,0.95,96.52,1.798,-1.4528,-0.0684,0.8337
11-10-1994,23.88,30.85,17.4,74.19,1.55,96.53,1.7418,-1.2757,0.0655,0.8779
12-10-1994,24.22,29.86,18.7,76.31,1.45,96.52,1.8179,-1.2038,0.1959,0.7948
13-10-1994,23.34,28.08,19.6,75.62,1.12,96.54,1.6511,-1.3027,-0.0313,0.5863
14-10-1994,22.58,28.69,17.14,72.25,1.2,96.61,1.5111,-1.4176,-0.254,0.6439
15-10-1994,22.81,28.96,16.4,70.0,1.19,96.68,1.734,-1.3572,-0.022,0.7582
16-10-1994,21.92,28.69,16.44,71.06,1.8,96.66,1.7047,-1.3966,-0.084,1.0352
17-10-1994,21.53,29.69,15.3,60.38,2.27,96.79,1.7833,-1.5245,-0.1514,1.7349
18-10-1994,20.57,28.8,14.27,61.94,2.23,96.9,1.76,-1.5361,-0.1809,1.5963
19-10-1994,20.65,29.0,13.34,64.81,1.84,96.87,1.7418,-1.4927,-0.1515,1.2476
20-10-1994,22.53,28.9,17.17,71.38,1.97,96.77,1.455,-1.4362,-0.3159,1.0598
21-10-1994,22.83,28.71,18.82,79.69,2.12,96.7,1.7349,-1.2321,0.1037,0.8969
22-10-1994,22.52,29.62,17.47,72.38,1.77,96.78,1.6883,-1.3505,-0.0505,1.0035
23-10-1994,21.81,29.73,14.89,66.75,1.55,96.8,1.7055,-1.4302,-0.1169,1.0407
24-10-1994,21.58,29.8,15.0,69.12,1.74,96.81,1.6338,-1.4358,-0.1778,1.056
25-10-1994,22.3,30.73,15.63,66.06,1.7,96.73,1.69,-1.4289,-0.1276,1.1753
26-10-1994,23.67,31.31,15.74,60.88,1.18,96.69,1.7116,-1.4234,-0.1055,0.9882
27-10-1994,25.01,32.09,18.81,51.88,0.92,96.66,1.677,-1.5383,-0.247,0.9535
28-10-1994,24.59,31.76,17.91,60.06,1.0,96.69,1.6381,-1.4299,-0.1685,0.8623
29-10-1994,25.08,31.78,19.25,61.06,1.15,96.73,1.5949,-1.4116,-0.1835,0.9667
30-10-1994,24.97,31.37,19.64,66.19,1.18,96.8,1.4844,-1.3738,-0.2309,0.8385
31-10-1994,23.92,29.97,18.98,68.88,1.84,97.02,1.5301,-1.3587,-0.1805,1.1606
01-11-1994,22.76,30.61,16.91,61.88,1.95,97.09,1.6183,-1.4735,-0.2274,1.4849
02-11-1994,22.44,30.85,15.4,63.5,1.64,97.04,1.6105,-1.4562,-0.2161,1.2058
03-11-1994,21.11,30.41,14.16,59.31,2.41,97.03,1.6554,-1.5402,-0.2655,1.8555
04-11-1994,21.33,29.61,15.11,60.94,2.51,97.13,1.6597,-1.503,-0.225,1.8419
05-11-1994,22.45,31.46,15.73,55.19,2.65,97.05,1.601,-1.5747,-0.342,2.2705
06-11-1994,22.79,31.95,15.51,56.44,2.1,96.98,1.6278,-1.5285,-0.2751,1.8261
07-11-1994,23.02,31.48,16.54,59.06,1.84,96.96,1.5682,-1.5047,-0.2972,1.5134
08-11-1994,22.12,31.11,15.39,52.75,2.36,97.0,1.5975,-1.6087,-0.3786,2.1428
09-11-1994,21.1,30.69,13.67,54.81,2.23,97.07,1.5837,-1.6073,-0.3878,1.9061
10-11-1994,20.9,30.98,12.97,50.12,2.09,97.1,1.5708,-1.68,-0.4705,1.975
11-11-1994,21.8,30.68,13.26,58.31,1.44,96.89,1.5638,-1.5242,-0.3201,1.1791
12-11-1994,23.24,30.94,16.46,60.69,1.27,96.7,1.5958,-1.4356,-0.2068,1.0343
13-11-1994,23.9,30.86,17.84,64.0,1.27,96.73,1.5085,-1.3968,-0.2352,0.9432
14-11-1994,22.58,30.22,17.66,68.62,2.05,96.85,1.3668,-1.4504,-0.3979,1.2206
15-11-1994,21.8,27.58,17.98,64.62,2.64,96.96,1.5621,-1.4397,-0.2369,1.7177
16-11-1994,21.58,29.82,15.73,63.56,2.09,97.01,1.4964,-1.4915,-0.3392,1.4452
17-11-1994,20.98,30.0,14.65,54.31,2.3,97.07,1.5768,-1.5955,-0.3813,1.9741
18-11-1994,20.37,30.21,12.9,48.19,1.73,97.06,1.5224,-1.7135,-0.5413,1.6861
19-11-1994,19.65,29.41,11.58,40.25,1.52,96.98,1.4619,-1.8604,-0.7347,1.6505
20-11-1994,19.48,28.88,11.06,41.12,1.56,96.89,1.5336,-1.7992,-0.6183,1.6745
21-11-1994,19.14,29.22,11.19,43.88,1.77,96.96,1.4602,-1.8139,-0.6896,1.7859
22-11-1994,19.32,28.99,12.05,44.56,1.8,97.01,1.391,-1.8369,-0.7658,1.7757
23-11-1994,18.81,28.37,10.97,45.31,2.04,97.09,1.4429,-1.7957,-0.6847,1.9541
24-11-1994,18.94,28.63,11.72,47.88,2.74,97.13,1.4576,-1.7568,-0.6345,2.4491
25-11-1994,18.94,28.9,10.83,50.94,2.12,96.96,1.4005,-1.7365,-0.6581,1.8191
26-11-1994,20.71,29.51,11.11,43.5,1.42,96.78,1.3366,-1.8099,-0.7807,1.435
27-11-1994,22.51,31.23,14.82,36.94,0.84,96.73,1.474,-1.8334,-0.6984,0.9914
28-11-1994,21.46,31.23,11.96,40.69,1.19,96.67,1.4394,-1.7964,-0.688,1.3271
29-11-1994,21.42,30.91,12.04,38.12,1.04,96.64,1.4904,-1.8054,-0.6578,1.211
30-11-1994,21.3,30.75,11.45,38.94,1.2,96.7,1.315,-1.8816,-0.8691,1.3214
01-12-1994,22.04,30.94,12.72,37.44,1.21,96.86,1.3807,-1.8565,-0.7933,1.41
02-12-1994,22.66,31.4,15.56,33.19,0.8,96.87,1.4144,-1.927,-0.838,0.9732
03-12-1994,21.23,30.52,11.77,36.12,1.26,96.8,1.3971,-1.8795,-0.8038,1.4835
04-12-1994,20.77,30.18,11.73,42.5,1.48,96.97,1.3703,-1.8025,-0.7473,1.5598
05-12-1994,20.34,30.68,12.39,39.94,1.87,97.23,1.3841,-1.8638,-0.798,2.0706
06-12-1994,19.92,29.91,10.87,35.19,1.49,97.12,1.3867,-1.9232,-0.8554,1.7495
07-12-1994,20.22,30.15,11.65,32.88,1.34,96.94,1.3893,-1.9605,-0.8907,1.6368
08-12-1994,21.64,30.73,13.77,32.0,1.1,96.88,1.3677,-1.9712,-0.918,1.3716
09-12-1994,21.38,30.87,14.63,38.19,1.56,96.86,1.3945,-1.8672,-0.7934,1.8201
10-12-1994,19.86,29.59,12.3,37.62,2.35,96.82,1.3599,-1.9079,-0.8607,2.5917
11-12-1994,17.28,28.04,9.21,19.75,2.04,96.8,1.3487,-2.2399,-1.2014,2.7575
12-12-1994,16.55,27.77,7.56,14.12,2.18,96.92,1.3513,-2.3425,-1.302,3.0846
13-12-1994,17.59,28.94,8.87,16.88,1.92,97.02,1.3548,-2.2951,-1.252,2.7394
14-12-1994,18.65,29.1,8.67,18.25,1.64,97.02,1.3582,-2.2373,-1.1915,2.3286
15-12-1994,17.8,28.58,9.4,19.69,2.18,97.08,1.3591,-2.2282,-1.1817,2.9813
16-12-1994,17.81,28.09,9.3,20.12,2.02,97.01,1.3815,-2.1938,-1.1301,2.746
17-12-1994,18.08,28.48,8.9,24.5,1.98,96.95,1.328,-2.1406,-1.118,2.5469
18-12-1994,18.84,28.8,10.3,26.19,1.7,97.17,1.3323,-2.1081,-1.0823,2.1899
19-12-1994,18.37,28.93,10.09,21.31,2.25,97.35,1.3314,-2.2134,-1.1882,3.041
20-12-1994,17.49,27.96,9.23,17.38,2.52,97.4,1.3461,-2.2767,-1.2402,3.45
21-12-1994,17.82,28.4,9.44,20.06,2.52,97.44,1.3833,-2.199,-1.1339,3.3892
22-12-1994,17.55,28.13,9.13,20.75,2.23,97.37,1.3202,-2.2269,-1.2103,2.9678
23-12-1994,18.08,28.44,9.49,24.5,2.02,97.33,1.3608,-2.1257,-1.0779,2.6199
24-12-1994,19.93,29.55,10.22,23.44,0.92,97.14,1.3617,-2.1205,-1.072,1.206
25-12-1994,20.39,29.44,11.94,22.88,1.05,97.12,1.3815,-2.1268,-1.063,1.4288
26-12-1994,19.49,29.13,11.13,26.38,1.71,97.05,1.3228,-2.1089,-1.0903,2.2185
27-12-1994,19.26,28.91,10.86,29.94,2.0,96.94,1.3271,-2.0434,-1.0215,2.443
28-12-1994,19.69,28.64,11.49,34.44,1.15,96.92,1.3271,-1.9578,-0.9359,1.3094
29-12-1994,19.6,28.8,11.4,31.12,1.1,97.0,1.4014,-1.9734,-0.8943,1.337
30-12-1994,18.09,28.49,10.44,23.12,2.05,97.02,1.423,-2.1291,-1.0333,2.7336
31-12-1994,17.26,28.16,8.44,13.44,1.94,96.99,1.3401,-2.3746,-1.3428,2.8215
01-01-1995,18.19,28.79,7.47,13.19,1.41,96.93,1.3513,-2.3527,-1.3122,2.0819
02-01-1995,17.69,29.83,7.45,16.19,1.92,96.8,1.3504,-2.3143,-1.2745,2.7773
03-01-1995,17.49,27.96,9.08,23.56,2.14,96.71,1.3582,-2.1602,-1.1144,2.7461
04-01-1995,17.53,27.31,9.4,33.88,1.88,96.8,1.334,-2.0001,-0.9729,2.0829
05-01-1995,18.54,28.12,10.05,25.44,2.34,96.94,1.3582,-2.1165,-1.0706,2.9465
06-01-1995,21.23,28.43,15.67,34.44,2.14,96.95,1.3565,-1.9469,-0.9025,2.5234
07-01-1995,18.26,22.22,14.3,64.25,3.05,96.95,1.3859,-1.5513,-0.4842,1.6559
08-01-1995,17.37,24.65,11.38,69.56,2.83,96.49,1.3686,-1.5423,-0.4885,1.3251
09-01-1995,13.94,22.98,8.02,48.06,1.59,96.84,1.3764,-1.8456,-0.7858,1.2579
10-01-1995,14.16,23.83,6.43,51.88,1.99,97.0,1.4057,-1.7774,-0.695,1.4598
11-01-1995,15.07,24.21,8.71,51.75,2.71,97.0,1.3876,-1.7892,-0.7207,1.9708
12-01-1995,14.12,23.67,7.17,44.25,2.6,97.13,1.3833,-1.8851,-0.8199,2.1465
13-01-1995,13.95,23.74,6.19,41.0,2.0,97.02,1.3807,-1.9213,-0.8582,1.7898
14-01-1995,15.75,26.06,7.0,42.69,2.2,96.84,1.3746,-1.8916,-0.8331,2.0036
15-01-1995,17.15,27.59,8.15,51.81,2.09,96.83,1.3936,-1.7556,-0.6825,1.6771
16-01-1995,18.65,26.71,11.52,62.81,2.12,96.91,1.398,-1.5871,-0.5107,1.3292
17-01-1995,17.31,25.94,12.17,57.31,3.02,97.32,1.4083,-1.7048,-0.6204,2.0524
18-01-1995,15.06,25.55,7.09,43.19,2.63,97.44,1.4135,-1.8933,-0.8049,2.3121
19-01-1995,17.44,27.48,7.0,31.0,1.36,97.21,1.4273,-2.0061,-0.907,1.5881
20-01-1995,18.98,29.02,11.3,28.5,1.21,96.84,1.4412,-2.0731,-0.9634,1.5275
21-01-1995,19.46,29.56,10.21,31.19,1.26,96.81,1.4532,-2.0025,-0.8835,1.5505
22-01-1995,18.74,28.76,10.8,37.0,2.23,96.85,1.4386,-1.9409,-0.8332,2.4402
23-01-1995,16.77,27.4,8.33,25.56,1.84,97.01,1.4999,-2.1007,-0.9458,2.3214
24-01-1995,17.96,28.6,8.48,28.38,1.18,97.02,1.4748,-2.0598,-0.9242,1.4657
25-01-1995,18.95,28.85,9.37,29.88,1.23,97.07,1.4809,-2.0199,-0.8796,1.5232
26-01-1995,18.91,29.26,9.54,31.44,1.21,97.1,1.5034,-1.9949,-0.8374,1.4812
27-01-1995,18.87,28.98,10.27,35.19,1.9,97.11,1.4636,-1.9666,-0.8396,2.1744
28-01-1995,18.94,29.3,10.91,25.94,2.42,97.13,1.4887,-2.1245,-0.9783,3.1265
29-01-1995,18.36,28.67,9.57,27.38,2.02,97.13,1.5293,-2.07,-0.8924,2.5644
30-01-1995,19.52,29.8,10.38,28.44,1.64,97.07,1.5483,-2.0375,-0.8453,2.1379
31-01-1995,18.53,26.27,12.9,29.56,2.2,97.1,1.569,-2.0211,-0.8129,2.6521
01-02-1995,20.8,30.37,13.47,30.25,1.84,97.05,1.6304,-1.9743,-0.7189,2.4245
02-02-1995,22.6,31.96,13.08,34.19,2.09,96.86,1.6442,-1.855,-0.589,2.6599
03-02-1995,23.11,32.15,16.73,30.5,2.02,96.69,1.62,-1.9689,-0.7215,2.7646
04-02-1995,21.61,31.76,12.97,33.56,1.85,96.77,1.633,-1.9137,-0.6564,2.3705
05-02-1995,21.47,30.66,14.01,38.38,2.98,97.14,1.6096,-1.8495,-0.6101,3.3234
06-02-1995,21.58,31.52,13.59,22.5,3.02,97.23,1.7617,-2.0712,-0.7147,4.2936
07-02-1995,21.59,31.97,13.15,14.0,2.3,97.16,1.5552,-2.4073,-1.2098,3.6787
08-02-1995,22.56,33.55,12.79,19.12,1.56,96.88,1.6364,-2.2253,-0.9653,2.4772
09-02-1995,24.4,34.82,16.52,21.69,1.47,96.69,1.6356,-2.1806,-0.9212,2.3503
10-02-1995,25.17,35.9,16.41,23.0,1.73,96.63,1.6649,-2.1259,-0.8439,2.7746
11-02-1995,25.15,35.34,16.48,21.0,2.23,96.58,1.6883,-2.1625,-0.8625,3.5945
12-02-1995,25.53,34.88,18.34,27.62,2.38,96.55,1.6442,-2.0302,-0.7642,3.5183
13-02-1995,24.16,32.87,16.55,33.56,2.72,96.57,1.7565,-1.8555,-0.5029,3.5371
14-02-1995,21.84,30.03,15.57,48.38,3.23,96.6,1.7591,-1.6576,-0.3031,3.0186
15-02-1995,20.72,29.7,13.24,28.56,2.08,96.68,1.7548,-1.9999,-0.6487,2.7611
16-02-1995,21.98,31.61,12.91,21.19,1.37,96.58,1.5647,-2.2441,-1.0392,2.0271
17-02-1995,21.7,32.84,12.54,14.69,2.13,96.46,1.7176,-2.3508,-1.0282,3.461
18-02-1995,21.76,32.06,12.88,21.38,2.33,96.48,1.6667,-2.2083,-0.925,3.4331
19-02-1995,22.62,32.83,13.9,18.81,2.13,96.55,1.6891,-2.2645,-0.9639,3.3298
20-02-1995,22.38,32.91,13.58,16.12,2.4,96.66,1.7868,-2.2888,-0.913,3.8569
21-02-1995,22.77,33.12,13.15,17.81,1.66,96.63,1.7695,-2.2472,-0.8847,2.6866
22-02-1995,22.43,31.32,15.4,27.62,3.24,96.46,1.8455,-2.0032,-0.5822,4.2935
23-02-1995,20.01,29.32,11.84,26.12,1.97,96.62,1.9017,-2.0122,-0.548,2.7033
24-02-1995,20.28,30.05,12.17,15.44,2.84,96.74,1.8144,-2.2979,-0.9008,4.2448
25-02-1995,21.8,32.19,12.68,13.38,2.19,96.66,1.6088,-2.4831,-1.2444,3.5256
26-02-1995,23.06,34.11,12.76,17.5,2.82,96.38,1.817,-2.2608,-0.8617,4.4431
27-02-1995,22.4,31.79,13.52,35.88,2.98,96.39,1.7211,-1.9127,-0.5874,3.5133
28-02-1995,22.43,31.8,14.08,37.44,2.77,96.53,1.734,-1.8886,-0.5534,3.243
01-03-1995,24.01,34.01,15.06,19.94,1.88,96.64,1.7306,-2.2592,-0.9266,3.0057
02-03-1995,24.55,35.0,15.25,21.94,2.34,96.74,1.7487,-2.204,-0.8575,3.6689
03-03-1995,24.82,35.4,15.48,19.81,2.6,96.73,1.8507,-2.2145,-0.7895,4.1996
04-03-1995,25.65,36.01,16.08,18.44,2.88,96.61,1.9025,-2.2231,-0.7581,4.7444
05-03-1995,25.25,34.72,16.91,19.94,2.58,96.56,1.5777,-2.3522,-1.1374,4.0614
06-03-1995,25.38,33.62,17.52,26.31,2.66,96.51,1.5673,-2.1746,-0.9678,3.8159
07-03-1995,24.05,30.01,18.73,27.88,2.06,96.62,1.22,-2.3094,-1.37,2.717
08-03-1995,24.3,33.01,16.15,23.94,1.65,96.63,1.5794,-2.2497,-1.0336,2.4568
09-03-1995,25.23,34.69,17.61,26.5,2.08,96.46,1.7047,-2.143,-0.8304,3.1163
10-03-1995,23.05,33.37,14.12,15.19,2.32,96.57,1.8991,-2.3523,-0.89,3.832
11-03-1995,22.94,32.48,13.44,25.25,2.64,96.75,1.868,-2.1014,-0.663,3.7537
12-03-1995,24.21,33.23,15.84,30.12,3.3,96.75,1.9284,-1.9694,-0.4845,4.3953
13-03-1995,25.55,34.43,15.89,31.5,2.93,96.58,1.6762,-2.0128,-0.7222,3.9203
14-03-1995,27.18,36.01,18.15,33.81,2.51,96.63,1.8965,-1.8515,-0.3913,3.5208
15-03-1995,28.36,35.55,20.05,36.5,1.69,96.75,1.9561,-1.7311,-0.2249,2.4215
16-03-1995,27.87,34.48,21.06,34.25,1.49,96.75,1.5379,-1.9677,-0.7835,2.0562
17-03-1995,26.89,35.89,18.46,36.0,1.97,96.73,1.9786,-1.7973,-0.2738,2.7711
18-03-1995,26.83,36.83,17.3,24.56,2.41,96.74,1.8904,-2.1139,-0.6583,3.8402
19-03-1995,27.91,38.48,18.83,18.5,2.12,96.85,1.8611,-2.3172,-0.8842,3.7583
20-03-1995,28.52,38.7,19.62,18.0,2.57,96.74,1.9423,-2.2927,-0.7972,4.5763
21-03-1995,28.97,38.97,20.02,18.69,2.21,96.61,2.02,-2.2316,-0.6761,4.0045
22-03-1995,28.96,39.03,18.84,20.25,1.82,96.51,2.2974,-2.0467,-0.2777,3.37
23-03-1995,29.87,40.28,19.22,20.62,2.29,96.31,2.0745,-2.1297,-0.5324,4.1241
24-03-1995,31.91,40.86,23.3,19.62,3.23,96.2,2.0831,-2.1452,-0.5412,5.8324
25-03-1995,30.17,37.08,23.26,22.5,3.09,96.2,1.4489,-2.3355,-1.2198,4.9604
26-03-1995,26.67,31.55,21.19,37.12,1.39,96.28,1.7211,-1.8811,-0.5559,1.8165
27-03-1995,27.39,35.87,20.03,33.31,0.93,96.26,1.8904,-1.9201,-0.4645,1.3664
28-03-1995,28.13,37.58,19.12,25.0,2.59,96.18,1.9682,-2.0889,-0.5733,4.1668
29-03-1995,28.15,36.73,19.92,32.5,4.37,96.11,1.9354,-1.9041,-0.4139,5.7971
30-03-1995,26.67,35.33,18.59,30.0,3.55,96.2,1.9233,-2.0041,-0.5232,4.909
31-03-1995,26.6,36.14,17.21,22.44,2.47,96.3,1.9259,-2.201,-0.7181,3.9703
01-04-1995,27.08,36.57,17.55,21.12,2.06,96.29,2.1868,-2.1243,-0.4405,3.5309
02-04-1995,28.01,37.67,18.25,20.06,1.77,96.33,2.0943,-2.1923,-0.5796,3.1344
03-04-1995,29.33,39.23,18.8,17.44,1.77,96.39,2.2637,-2.1919,-0.4488,3.36
04-04-1995,28.27,38.97,18.14,14.75,2.16,96.33,1.9241,-2.4664,-0.9848,3.9823
05-04-1995,29.37,39.66,19.19,10.69,1.78,96.29,2.1108,-2.5414,-0.9161,3.5473
06-04-1995,29.55,40.52,18.9,10.56,2.48,96.39,2.0183,-2.6034,-1.0493,4.8726
07-04-1995,29.61,39.78,19.55,14.19,3.51,96.27,2.0719,-2.4213,-0.826,6.377
08-04-1995,28.4,37.95,18.61,19.38,3.52,96.09,1.9284,-2.2991,-0.8142,5.7939
09-04-1995,28.92,37.33,19.69,31.69,3.01,96.26,2.2153,-1.8239,-0.1181,4.4441
10-04-1995,31.09,40.01,22.34,29.69,2.13,96.55,1.741,-2.0118,-0.6712,3.4112
11-04-1995,31.82,39.09,24.48,24.94,1.77,96.58,2.2663,-1.9467,-0.2017,3.213
12-04-1995,31.8,40.58,24.47,14.94,3.09,96.46,2.2715,-2.3269,-0.5779,5.9642
13-04-1995,29.94,39.97,20.11,11.81,2.69,96.27,2.1324,-2.5128,-0.8709,5.2152
14-04-1995,28.8,36.66,21.31,15.25,3.02,96.19,1.474,-2.6656,-1.5307,5.155
15-04-1995,28.65,38.82,18.09,26.56,3.13,96.29,2.0563,-2.0462,-0.4628,4.9044
16-04-1995,29.27,38.03,20.78,28.81,3.33,96.32,2.1064,-1.9611,-0.3392,5.063
17-04-1995,28.35,34.63,22.57,21.75,2.51,96.44,2.0511,-2.1998,-0.6204,4.1599
18-04-1995,30.24,38.34,22.96,22.0,2.31,96.46,2.0278,-2.1899,-0.6285,4.0419
19-04-1995,29.37,34.44,24.65,24.19,2.09,96.44,1.4904,-2.3278,-1.1802,3.2986
20-04-1995,31.6,39.88,24.63,24.94,1.94,96.23,2.2015,-2.0162,-0.3211,3.4773
21-04-1995,31.62,40.97,22.15,18.31,2.34,96.15,2.3276,-2.1799,-0.3877,4.476
22-04-1995,32.37,41.35,23.12,15.69,2.62,96.21,2.2343,-2.3144,-0.594,5.1091
23-04-1995,32.89,41.7,24.15,15.25,3.63,96.26,1.8204,-2.5141,-1.1124,6.7597
24-04-1995,32.21,40.36,23.65,17.62,3.06,96.17,2.0658,-2.3081,-0.7174,5.6361
25-04-1995,33.12,41.62,25.35,23.69,3.76,96.16,2.1531,-2.0499,-0.392,6.4776
26-04-1995,33.43,41.84,24.73,15.19,3.21,96.14,2.0943,-2.3956,-0.783,6.1909
27-04-1995,35.13,42.96,26.51,16.19,2.09,96.14,1.9639,-2.3809,-0.8687,4.1947
28-04-1995,36.09,43.69,27.4,17.12,1.56,96.19,1.5673,-2.4788,-1.272,3.0182
29-04-1995,33.85,39.28,29.13,20.94,3.29,96.28,1.3807,-2.4336,-1.3705,5.7086
30-04-1995,34.53,42.16,26.27,21.44,2.65,96.1,2.3069,-2.0387,-0.2624,5.0281
01-05-1995,34.44,42.52,25.74,17.38,3.68,95.91,2.1911,-2.253,-0.5658,6.9388
02-05-1995,34.2,42.21,25.33,19.69,3.39,96.11,1.9691,-2.2433,-0.7271,6.2065
03-05-1995,34.09,42.62,25.52,18.19,3.02,96.12,1.9725,-2.3217,-0.8029,5.721
04-05-1995,33.91,42.75,25.01,16.31,1.97,95.95,2.0857,-2.3635,-0.7575,3.9398
05-05-1995,33.38,41.26,23.69,21.44,1.53,95.8,2.0347,-2.1542,-0.5874,2.8646
06-05-1995,35.01,42.6,26.1,19.94,0.95,95.86,1.9077,-2.2398,-0.7709,1.7881
07-05-1995,35.11,43.07,26.02,23.12,1.5,95.91,1.6969,-2.1829,-0.8763,2.7392
08-05-1995,34.69,42.51,26.25,23.38,1.62,95.89,2.2758,-1.986,-0.2336,3.1374
09-05-1995,35.3,42.8,26.99,26.56,1.74,95.64,2.3432,-1.8302,-0.026,3.2934
10-05-1995,36.2,43.06,28.26,25.12,1.85,95.46,2.2784,-1.8762,-0.1219,3.5506
11-05-1995,36.14,43.47,28.26,26.19,2.07,95.54,2.0857,-1.908,-0.302,3.8383
12-05-1995,35.8,41.73,28.38,27.69,2.93,95.67,1.9457,-1.8941,-0.3958,5.0388
13-05-1995,36.19,44.48,27.91,27.44,3.53,95.45,2.198,-1.8327,-0.1402,6.1753
14-05-1995,35.73,44.9,26.25,31.12,4.73,95.24,2.2395,-1.7035,0.0209,7.4787
15-05-1995,33.23,41.86,24.67,40.12,6.6,95.28,1.3055,-1.7784,-0.7731,7.7609
16-05-1995,31.29,39.73,24.21,45.0,6.23,95.61,2.166,-1.5171,0.1508,6.7958
17-05-1995,29.48,37.41,22.56,45.38,5.97,95.85,2.3648,-1.5236,0.2973,6.2677
18-05-1995,29.69,37.46,22.51,45.5,5.16,95.9,2.2239,-1.5475,0.165,5.6045
19-05-1995,30.55,38.65,22.83,40.5,4.14,96.05,2.2784,-1.6166,0.1377,5.2765
20-05-1995,30.95,38.98,22.44,37.5,3.74,96.23,2.2118,-1.689,0.0141,5.0993
21-05-1995,31.48,39.17,22.8,35.06,4.48,96.12,1.2554,-2.0151,-1.0484,5.8682
22-05-1995,30.08,36.8,23.07,36.31,4.35,96.07,2.1773,-1.758,-0.0815,5.6673
23-05-1995,30.9,38.38,22.41,34.62,3.4,96.15,2.1246,-1.7878,-0.1519,4.8492
24-05-1995,32.29,38.87,24.28,29.38,3.4,96.18,2.0356,-1.923,-0.3556,5.2906
25-05-1995,33.66,41.46,25.95,22.5,3.45,96.17,1.7107,-2.267,-0.9498,5.9752
26-05-1995,35.53,43.24,26.8,15.62,3.02,96.12,2.2179,-2.3337,-0.6259,6.0536
27-05-1995,36.01,43.52,27.8,14.06,3.68,96.05,2.2861,-2.3835,-0.6231,7.3962
28-05-1995,36.29,43.83,27.82,11.62,1.39,95.97,2.2792,-2.5137,-0.7586,3.0397
29-05-1995,36.19,44.22,27.62,13.38,3.17,95.89,2.1954,-2.4602,-0.7697,6.5377
30-05-1995,36.85,44.89,28.81,15.56,4.53,95.84,1.7712,-2.5154,-1.1516,8.6913
31-05-1995,36.19,44.51,27.24,19.88,4.73,95.86,2.1099,-2.1767,-0.5521,8.5877
01-06-1995,36.15,43.73,28.61,18.38,5.19,95.86,2.1928,-2.2226,-0.5341,9.4243
02-06-1995,35.81,43.44,27.16,21.19,4.8,95.7,2.173,-2.0998,-0.4266,8.4529
03-06-1995,36.82,44.57,28.24,21.62,4.36,95.59,2.0995,-2.0863,-0.4697,7.9121
04-06-1995,36.26,44.51,27.97,28.75,5.72,95.54,2.16,-1.8063,-0.1431,9.0091
05-06-1995,35.75,44.59,26.72,31.0,5.27,95.53,2.2836,-1.7074,0.051,8.1775
06-06-1995,34.87,42.76,27.13,34.06,6.48,95.62,2.4002,-1.6088,0.2394,8.9933
07-06-1995,34.08,41.81,26.9,36.81,5.91,95.65,2.3052,-1.5863,0.1887,7.9176
08-06-1995,34.05,42.01,26.76,38.31,6.2,95.6,2.3501,-1.5336,0.2759,8.0443
09-06-1995,33.65,41.75,25.72,40.25,6.08,95.52,2.2922,-1.5067,0.2583,7.5899
10-06-1995,32.99,40.57,25.35,41.69,5.48,95.47,2.2421,-1.5059,0.2205,6.7127
11-06-1995,32.51,38.81,25.9,43.94,4.89,95.46,1.9276,-1.5422,-0.0579,5.7301
12-06-1995,33.19,39.68,26.46,43.5,4.81,95.42,1.8204,-1.5496,-0.1478,5.7705
13-06-1995,33.98,40.23,26.51,41.38,2.92,95.45,2.0278,-1.5121,0.0493,4.055
14-06-1995,35.6,43.85,29.1,35.06,3.23,95.51,2.0451,-1.6625,-0.0878,5.1244
15-06-1995,34.05,39.93,29.05,48.12,2.77,95.63,1.9466,-1.3572,0.1417,3.5031
16-06-1995,29.87,33.43,26.44,59.81,3.74,95.8,2.3242,-1.2215,0.5681,3.2712
17-06-1995,31.38,36.58,26.93,57.12,4.9,95.58,1.836,-1.3047,0.109,4.3306
