Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Incoming Radiation (MJ/m²),Outgoing Longwave Radiation (Rnl),Net Radiation (MJ/m²/day),ET0 (mm/day)
28-06-2012,31.7,38.82,25.91,55.56,4.17,95.76,1.6952,-1.3586,-0.0533,4.0097
29-06-2012,32.12,37.74,26.66,52.75,3.62,95.7,1.5777,-1.4173,-0.2025,3.7325
30-06-2012,32.35,38.92,26.33,50.56,3.11,95.6,1.7772,-1.4209,-0.0524,3.5186
01-07-2012,30.59,36.37,26.38,59.5,3.46,95.53,1.5768,-1.3566,-0.1425,3.0227
02-07-2012,29.62,34.94,25.21,67.56,3.3,95.39,1.6796,-1.2176,0.0757,2.3133
03-07-2012,29.75,35.71,25.3,69.0,4.38,95.15,1.7375,-1.175,0.1629,2.8119
04-07-2012,28.22,31.69,25.01,76.12,2.89,95.19,1.2295,-1.2171,-0.2704,1.377
05-07-2012,27.55,31.25,25.17,77.75,2.56,95.46,1.0022,-1.2809,-0.5092,1.0798
06-07-2012,27.01,30.68,24.8,78.81,4.28,95.54,0.8813,-1.3211,-0.6425,1.5744
07-07-2012,27.33,31.5,24.52,74.88,4.85,95.48,0.9063,-1.3689,-0.671,2.1114
08-07-2012,26.63,29.9,24.18,78.88,3.79,95.52,1.2528,-1.2711,-0.3064,1.4681
09-07-2012,26.01,29.26,24.33,85.5,4.71,95.44,1.1094,-1.231,-0.3768,1.15
10-07-2012,25.87,28.65,24.13,86.75,5.68,95.5,0.9504,-1.2429,-0.5111,1.1658
11-07-2012,27.98,33.83,23.43,76.44,3.34,95.66,1.7073,-1.1504,0.1642,1.6774
12-07-2012,28.58,34.01,24.05,73.44,2.87,95.77,1.6425,-1.1748,0.0899,1.666
13-07-2012,27.11,30.88,24.64,79.12,3.8,95.79,1.4956,-1.1953,-0.0437,1.5482
14-07-2012,28.3,33.52,24.33,73.12,4.3,95.67,1.2096,-1.2807,-0.3493,2.1974
15-07-2012,27.45,31.87,24.52,75.5,3.79,95.74,1.3332,-1.269,-0.2425,1.7875
16-07-2012,29.08,35.03,24.09,69.25,3.27,95.88,1.531,-1.2441,-0.0653,2.1301
17-07-2012,29.03,34.83,24.29,69.06,3.49,95.9,1.62,-1.2344,0.013,2.2789
18-07-2012,26.88,29.41,24.8,80.19,4.49,95.7,1.5301,-1.1774,0.0008,1.6466
19-07-2012,28.55,34.22,24.46,72.06,5.05,95.56,1.2908,-1.2719,-0.278,2.641
20-07-2012,28.67,34.21,24.34,72.5,3.79,95.55,1.3556,-1.2401,-0.1963,2.0871
21-07-2012,29.01,33.87,25.0,72.62,3.73,95.6,1.2969,-1.2224,-0.2238,2.0476
22-07-2012,27.08,30.59,25.0,81.62,5.35,95.53,0.5331,-1.3232,-0.9127,1.5611
23-07-2012,26.72,30.88,24.23,80.88,5.23,95.39,0.3698,-1.396,-1.1113,1.5475
24-07-2012,25.98,29.23,23.98,81.12,4.38,95.45,0.7983,-1.3601,-0.7454,1.3463
25-07-2012,26.51,30.4,23.89,80.38,3.65,95.59,0.8294,-1.332,-0.6934,1.2273
26-07-2012,27.05,31.75,24.27,77.0,4.98,95.53,1.2286,-1.2882,-0.3422,2.0402
27-07-2012,25.44,27.72,23.9,85.31,4.61,95.48,0.216,-1.4253,-1.259,0.9172
28-07-2012,24.95,26.98,23.88,92.06,4.73,95.47,0.1728,-1.3518,-1.2187,0.3842
29-07-2012,24.87,27.23,23.48,89.0,4.84,95.63,0.4,-1.3702,-1.0621,0.6867
30-07-2012,24.82,27.41,23.31,88.5,3.96,95.7,0.8277,-1.305,-0.6677,0.6762
31-07-2012,24.92,26.91,23.47,89.56,3.69,95.62,0.8821,-1.2665,-0.5872,0.5735
01-08-2012,25.53,28.51,23.5,86.12,4.28,95.72,1.0489,-1.2542,-0.4465,0.9794
02-08-2012,26.39,30.44,23.54,82.06,4.86,95.78,1.2182,-1.2361,-0.2981,1.5142
03-08-2012,26.4,30.69,23.4,82.0,4.55,95.57,1.1681,-1.2462,-0.3468,1.4336
04-08-2012,26.21,30.15,23.73,82.88,4.21,95.53,1.0446,-1.2675,-0.4631,1.243
05-08-2012,26.65,30.9,23.23,81.94,3.7,95.66,1.5319,-1.1599,0.0196,1.3064
06-08-2012,26.19,29.5,23.88,87.75,3.34,95.64,0.8191,-1.2212,-0.5905,0.6579
07-08-2012,25.21,27.23,23.64,92.5,3.07,95.63,0.4467,-1.272,-0.9281,0.2184
08-08-2012,25.96,29.42,23.7,88.62,3.73,95.67,0.9513,-1.2011,-0.4686,0.6988
09-08-2012,25.05,28.1,23.33,88.5,4.38,95.59,0.8735,-1.2807,-0.6081,0.7655
10-08-2012,25.23,28.31,23.44,88.94,3.38,95.53,0.68,-1.2958,-0.7722,0.5293
11-08-2012,25.12,27.48,23.25,92.12,3.8,95.48,0.5322,-1.27,-0.8602,0.3506
12-08-2012,24.98,26.79,23.58,93.12,4.11,95.51,0.6445,-1.2433,-0.747,0.3375
13-08-2012,24.69,27.04,23.13,91.06,4.31,95.55,0.7932,-1.2731,-0.6624,0.5329
14-08-2012,24.97,28.09,23.02,88.5,4.3,95.72,0.8899,-1.28,-0.5948,0.7536
15-08-2012,25.85,30.5,22.78,84.06,3.86,95.88,0.8407,-1.3073,-0.66,1.0171
16-08-2012,25.42,30.03,22.78,84.44,3.23,95.92,1.1215,-1.2783,-0.4148,0.8887
17-08-2012,25.24,29.16,22.53,84.25,3.19,95.93,1.1439,-1.2812,-0.4004,0.8814
18-08-2012,25.37,29.4,22.43,86.0,2.74,95.85,1.2493,-1.2235,-0.2616,0.7056
19-08-2012,25.36,28.23,22.96,88.69,3.2,95.68,1.1379,-1.1971,-0.3209,0.6202
20-08-2012,25.7,29.98,23.13,88.31,3.37,95.58,0.6532,-1.2789,-0.776,0.5795
21-08-2012,24.57,26.97,23.09,90.31,3.85,95.82,0.8018,-1.2897,-0.6723,0.5244
22-08-2012,24.49,27.75,22.71,89.0,2.44,95.97,1.2113,-1.2408,-0.3081,0.4625
23-08-2012,25.53,29.7,22.56,85.06,2.55,96.12,1.6692,-1.1445,0.1408,0.8183
24-08-2012,25.85,29.97,22.64,83.94,2.82,96.1,1.6425,-1.1443,0.1204,0.9479
25-08-2012,25.76,30.04,22.73,83.94,2.71,96.03,1.2044,-1.237,-0.3096,0.8095
26-08-2012,25.66,29.55,22.5,87.25,2.5,95.93,1.315,-1.165,-0.1524,0.6148
27-08-2012,25.08,27.53,23.4,91.88,2.36,95.67,0.7154,-1.2418,-0.6909,0.2119
28-08-2012,26.32,30.44,23.06,86.5,1.88,95.71,1.067,-1.179,-0.3574,0.4539
29-08-2012,26.48,29.3,23.43,85.62,1.5,95.79,1.1396,-1.1597,-0.2822,0.3988
30-08-2012,27.51,31.55,23.5,82.56,0.58,95.74,1.3314,-1.1081,-0.0829,0.22
31-08-2012,27.9,32.13,23.79,81.0,0.62,95.62,1.5984,-1.0597,0.171,0.3386
01-09-2012,27.32,30.9,24.8,88.06,1.16,95.6,1.4377,-1.0164,0.0906,0.3488
02-09-2012,25.9,28.3,24.19,90.69,2.16,95.76,1.2468,-1.1024,-0.1424,0.3845
03-09-2012,26.26,28.96,24.33,90.81,1.51,95.6,0.7508,-1.1637,-0.5856,0.1441
04-09-2012,26.64,30.61,23.39,83.06,1.13,95.61,1.2476,-1.1741,-0.2134,0.3786
05-09-2012,25.21,28.0,22.75,91.88,2.07,95.61,0.4588,-1.2731,-0.9199,0.1073
06-09-2012,24.87,26.32,23.65,94.69,2.84,95.68,0.7897,-1.1895,-0.5814,0.1499
07-09-2012,25.92,29.85,22.83,88.81,2.57,95.8,1.1992,-1.1366,-0.2132,0.536
08-09-2012,26.13,30.0,22.42,87.0,1.98,95.89,1.5751,-1.0733,0.1395,0.5878
09-09-2012,26.28,30.65,23.01,86.31,1.91,95.96,1.7868,-1.0388,0.337,0.6611
10-09-2012,25.83,29.27,22.44,88.19,1.27,95.94,1.461,-1.093,0.032,0.3436
11-09-2012,24.69,26.29,22.94,93.69,2.91,95.76,0.9798,-1.175,-0.4206,0.2499
12-09-2012,25.01,28.3,23.01,90.12,3.59,95.86,0.9245,-1.2299,-0.518,0.5456
13-09-2012,25.3,29.2,22.23,87.56,2.86,96.06,1.258,-1.1787,-0.21,0.6554
14-09-2012,25.54,29.64,22.51,87.81,2.75,95.95,1.0152,-1.2095,-0.4278,0.5686
15-09-2012,25.21,29.0,22.76,87.88,2.97,95.85,1.0973,-1.2143,-0.3694,0.6196
16-09-2012,25.29,29.57,22.4,85.69,2.62,95.93,1.4939,-1.1587,-0.0084,0.7602
17-09-2012,25.22,29.45,21.61,85.31,1.78,96.06,1.5543,-1.1482,0.0487,0.5726
18-09-2012,24.81,29.12,21.19,84.56,1.82,96.15,1.385,-1.2187,-0.1523,0.5544
19-09-2012,24.98,29.27,20.84,82.94,1.38,96.16,1.6243,-1.1734,0.0773,0.536
20-09-2012,25.65,30.3,21.24,82.69,1.54,96.2,1.5811,-1.1487,0.0688,0.6045
21-09-2012,26.09,30.27,22.4,83.88,1.4,96.21,1.4221,-1.1393,-0.0442,0.4929
22-09-2012,26.63,30.74,22.46,78.19,0.81,96.28,1.4593,-1.1828,-0.0591,0.3986
23-09-2012,25.51,29.51,22.18,85.06,1.8,96.26,1.4515,-1.1482,-0.0305,0.5704
24-09-2012,24.91,29.7,21.99,87.06,2.13,96.2,1.2208,-1.2136,-0.2735,0.5068
25-09-2012,24.62,28.7,21.52,85.75,2.12,96.34,1.4437,-1.1907,-0.079,0.6045
26-09-2012,24.4,29.07,20.48,82.25,1.59,96.57,1.3789,-1.2651,-0.2033,0.5506
27-09-2012,24.53,30.02,19.51,77.25,1.43,96.62,1.7245,-1.2403,0.0876,0.7337
28-09-2012,24.83,30.69,19.82,77.56,1.62,96.52,1.722,-1.2231,0.1028,0.8182
29-09-2012,25.08,31.07,19.75,75.94,1.72,96.44,1.8654,-1.1936,0.2427,0.9627
30-09-2012,25.67,31.84,20.36,76.31,2.18,96.35,1.8127,-1.1723,0.2234,1.1593
01-10-2012,25.61,29.7,21.68,83.38,2.02,96.32,1.5137,-1.1359,0.0296,0.7182
02-10-2012,26.11,29.77,23.11,84.0,1.71,96.18,1.5924,-1.0818,0.1443,0.6386
03-10-2012,25.81,32.23,21.05,72.62,1.24,96.03,1.715,-1.2444,0.0761,0.799
04-10-2012,25.53,31.05,20.64,78.75,1.52,96.09,1.6494,-1.1735,0.0965,0.7398
05-10-2012,26.54,31.74,21.07,72.75,1.01,96.29,1.6381,-1.2054,0.056,0.6556
06-10-2012,25.93,31.82,20.67,68.75,1.18,96.49,1.6217,-1.3081,-0.0593,0.8279
07-10-2012,25.76,31.17,20.84,71.75,1.09,96.55,1.5777,-1.2774,-0.0626,0.688
08-10-2012,25.06,31.07,20.6,73.0,1.32,96.46,1.6952,-1.2659,0.0393,0.8107
09-10-2012,24.59,30.98,18.83,71.81,1.23,96.37,1.5924,-1.3243,-0.0982,0.7446
10-10-2012,24.8,31.42,19.12,70.38,1.3,96.42,1.6381,-1.3228,-0.0615,0.8425
11-10-2012,23.94,30.71,18.95,66.69,1.88,96.47,1.8403,-1.3537,0.0633,1.3423
12-10-2012,24.9,31.12,17.36,54.56,0.86,96.49,1.8472,-1.4664,-0.0441,0.8776
13-10-2012,25.54,31.15,19.28,50.31,0.73,96.53,1.722,-1.5631,-0.2372,0.7766
14-10-2012,25.71,31.87,19.01,54.62,0.7,96.62,1.6131,-1.5199,-0.2778,0.6662
15-10-2012,25.39,31.39,20.05,63.12,1.06,96.77,1.5725,-1.4123,-0.2015,0.839
16-10-2012,25.8,31.43,20.35,62.38,1.15,96.87,1.5051,-1.4214,-0.2624,0.9149
17-10-2012,25.22,31.3,20.19,69.75,1.35,96.84,1.4964,-1.3373,-0.185,0.8651
18-10-2012,25.44,30.62,20.12,68.44,1.17,96.78,1.5466,-1.3186,-0.1278,0.7972
19-10-2012,25.67,31.19,20.15,65.75,0.85,96.77,1.6096,-1.3292,-0.0898,0.6517
20-10-2012,24.62,30.51,19.59,71.5,1.16,96.79,1.5094,-1.3245,-0.1622,0.6963
21-10-2012,24.38,30.01,19.71,73.25,1.2,96.84,1.5552,-1.2937,-0.0962,0.6876
22-10-2012,24.1,29.7,19.09,74.69,1.35,96.87,1.5431,-1.284,-0.0958,0.7193
23-10-2012,24.37,30.01,18.05,69.25,1.34,96.76,1.5612,-1.3299,-0.1277,0.8617
24-10-2012,24.98,30.32,20.07,67.12,0.87,96.62,1.5008,-1.3615,-0.2059,0.5975
25-10-2012,23.45,30.3,18.37,66.31,1.66,96.54,1.5837,-1.4169,-0.1975,1.138
26-10-2012,21.68,29.34,15.68,60.75,2.11,96.57,1.4835,-1.5889,-0.4466,1.533
27-10-2012,21.58,30.01,15.51,61.25,2.54,96.68,1.6494,-1.5252,-0.2552,1.8505
28-10-2012,21.35,30.28,15.01,61.31,2.2,96.79,1.677,-1.5195,-0.2281,1.6403
29-10-2012,21.0,30.38,13.69,59.75,1.96,96.76,1.7418,-1.5154,-0.1742,1.545
30-10-2012,20.96,29.83,14.54,61.56,2.54,96.66,1.607,-1.5462,-0.3088,1.8019
31-10-2012,20.83,29.69,14.21,63.0,2.52,96.65,1.5396,-1.5525,-0.367,1.6971
01-11-2012,21.58,29.65,14.83,63.5,3.25,96.54,1.3513,-1.5834,-0.5429,2.0406
02-11-2012,22.99,30.58,17.8,66.0,3.09,96.4,1.5362,-1.4361,-0.2532,1.9578
03-11-2012,22.29,30.02,17.19,64.56,2.96,96.43,1.582,-1.4615,-0.2434,1.946
04-11-2012,21.19,29.9,15.02,59.81,2.81,96.49,1.5656,-1.5621,-0.3567,2.0522
05-11-2012,21.19,29.33,15.66,64.62,2.12,96.5,1.5638,-1.4963,-0.2922,1.4134
06-11-2012,21.02,29.62,14.7,61.44,2.16,96.61,1.5457,-1.5439,-0.3537,1.5543
07-11-2012,20.64,30.01,13.97,53.31,1.78,96.68,1.5543,-1.6606,-0.4637,1.5693
08-11-2012,20.78,30.3,13.03,47.06,1.38,96.59,1.4861,-1.7653,-0.621,1.3639
09-11-2012,20.73,29.79,13.15,53.06,1.45,96.67,1.4576,-1.6853,-0.5629,1.2598
10-11-2012,21.53,29.69,15.12,54.19,1.87,96.77,1.3383,-1.7008,-0.6703,1.5652
11-11-2012,22.51,30.47,16.42,58.19,1.08,96.73,1.3452,-1.6083,-0.5725,0.835
12-11-2012,21.98,29.98,15.52,60.81,1.66,96.77,1.1768,-1.6515,-0.7454,1.1554
13-11-2012,22.11,30.05,16.86,61.38,1.26,96.88,1.1413,-1.6631,-0.7842,0.8393
14-11-2012,21.11,30.32,14.99,57.62,2.0,96.76,1.2398,-1.7105,-0.7558,1.5216
15-11-2012,20.04,29.79,13.17,48.31,2.12,96.82,1.4532,-1.7644,-0.6454,1.9898
16-11-2012,18.94,29.19,11.27,46.94,1.92,96.93,1.5146,-1.7657,-0.5995,1.8356
17-11-2012,18.96,29.38,11.4,47.56,2.25,96.86,1.4619,-1.7837,-0.658,2.0879
18-11-2012,18.44,28.98,10.86,45.12,2.15,96.76,1.4697,-1.8186,-0.6869,2.0721
19-11-2012,18.66,29.15,10.71,48.75,2.43,96.76,1.4394,-1.774,-0.6656,2.1591
20-11-2012,18.96,28.59,11.77,53.12,2.62,96.82,1.4403,-1.7052,-0.5961,2.1088
21-11-2012,19.55,29.01,11.39,51.88,1.76,96.81,1.4316,-1.6987,-0.5964,1.5179
22-11-2012,20.46,30.12,11.85,50.19,1.44,96.69,1.417,-1.7057,-0.6147,1.3188
23-11-2012,19.93,30.32,12.12,52.31,1.82,96.68,1.4118,-1.7048,-0.6177,1.5865
24-11-2012,20.72,29.88,12.57,49.56,1.38,96.69,1.404,-1.7088,-0.6277,1.2793
25-11-2012,21.3,30.62,13.1,49.12,1.53,96.77,1.3712,-1.7183,-0.6625,1.4471
26-11-2012,21.31,30.73,13.18,52.81,1.78,96.78,1.3686,-1.665,-0.6112,1.5619
27-11-2012,21.58,30.6,13.71,53.94,1.8,96.72,1.3755,-1.6343,-0.5752,1.5486
28-11-2012,21.03,31.26,13.07,48.56,1.3,96.67,1.3755,-1.7369,-0.6778,1.246
29-11-2012,20.7,31.86,12.65,44.25,1.77,96.57,1.461,-1.7709,-0.646,1.8763
30-11-2012,20.17,30.28,12.32,46.81,2.2,96.7,1.5085,-1.7038,-0.5423,2.1527
01-12-2012,19.36,29.28,11.51,44.69,2.64,96.71,1.442,-1.7771,-0.6667,2.5396
02-12-2012,20.09,29.78,12.19,48.44,2.33,96.78,1.3651,-1.7475,-0.6964,2.1349
03-12-2012,20.97,30.58,13.02,49.06,2.21,96.83,1.2321,-1.7865,-0.8378,2.0142
04-12-2012,20.63,30.45,12.63,40.31,2.42,96.86,1.4247,-1.8235,-0.7265,2.6176
05-12-2012,20.75,29.97,13.51,39.81,2.37,96.86,1.4031,-1.8404,-0.76,2.579
06-12-2012,22.27,30.73,15.62,39.56,1.81,96.88,1.3055,-1.8709,-0.8656,2.0481
07-12-2012,23.92,32.77,15.92,39.5,1.54,96.77,1.3833,-1.7876,-0.7225,1.843
08-12-2012,23.89,33.31,15.73,47.06,1.48,96.67,1.3038,-1.7011,-0.6972,1.5399
09-12-2012,24.14,32.88,18.5,42.38,1.64,96.54,1.2597,-1.8191,-0.8491,1.8516
10-12-2012,22.7,31.29,16.84,38.69,1.7,96.47,1.3807,-1.8418,-0.7787,2.0062
11-12-2012,21.9,30.46,15.18,42.94,1.94,96.56,1.3833,-1.7716,-0.7065,2.0756
12-12-2012,21.02,29.79,12.86,36.38,1.38,96.62,1.4291,-1.8506,-0.7502,1.6253
13-12-2012,20.08,29.47,11.76,35.5,1.59,96.6,1.4386,-1.8748,-0.7672,1.8692
14-12-2012,21.0,29.84,13.51,41.44,1.34,96.85,1.417,-1.784,-0.693,1.4609
15-12-2012,21.7,30.32,13.84,40.19,1.39,96.98,1.2709,-1.8673,-0.8887,1.5182
16-12-2012,22.3,31.34,14.39,40.88,1.55,97.06,1.258,-1.8573,-0.8886,1.7104
17-12-2012,21.44,30.41,14.4,45.56,2.38,97.11,1.1586,-1.8584,-0.9663,2.3102
18-12-2012,20.83,29.49,13.76,46.06,1.87,97.12,1.2727,-1.7961,-0.8161,1.8159
19-12-2012,20.6,29.81,13.73,44.25,2.27,96.95,1.3522,-1.7934,-0.7523,2.2841
20-12-2012,19.4,28.83,12.1,30.56,2.26,96.78,1.4239,-1.9792,-0.8828,2.7602
21-12-2012,19.52,29.63,11.17,20.75,2.12,96.79,1.4126,-2.165,-1.0772,2.9783
22-12-2012,20.15,30.35,11.87,23.88,2.36,96.84,1.3738,-2.1311,-1.0733,3.2036
23-12-2012,19.97,29.9,12.05,23.06,2.66,96.84,1.3651,-2.1543,-1.1031,3.5732
24-12-2012,19.54,29.67,11.46,24.06,2.13,96.79,1.2882,-2.1869,-1.1949,2.8334
25-12-2012,18.38,28.8,10.36,20.0,2.53,96.8,1.4316,-2.1744,-1.0721,3.4535
26-12-2012,17.6,28.08,9.35,21.62,2.16,96.78,1.4515,-2.1255,-1.0078,2.8854
27-12-2012,17.95,28.65,8.63,23.75,1.61,96.66,1.4723,-2.0653,-0.9317,2.1517
28-12-2012,19.01,29.73,8.44,22.56,1.49,96.45,1.4342,-2.0998,-0.9955,2.0489
29-12-2012,19.73,29.57,10.24,25.69,1.54,96.5,1.3565,-2.0926,-1.0481,2.0265
30-12-2012,21.08,30.51,12.37,34.06,2.09,96.48,1.1655,-2.0511,-1.1537,2.4368
31-12-2012,22.43,32.08,15.98,42.12,2.19,96.44,1.112,-1.9458,-1.0895,2.3302
01-01-2013,22.24,31.76,14.91,39.44,2.55,96.48,1.2865,-1.8878,-0.8971,2.8446
02-01-2013,19.92,29.17,13.06,29.81,2.12,96.65,1.309,-2.075,-1.0671,2.6216
03-01-2013,17.17,27.77,9.05,26.5,2.37,96.81,1.3107,-2.1448,-1.1356,2.8717
04-01-2013,17.62,28.37,8.7,22.75,1.82,96.71,1.3444,-2.1842,-1.1491,2.3895
05-01-2013,16.59,27.97,7.71,21.12,1.95,96.52,1.4014,-2.1851,-1.106,2.5798
06-01-2013,15.6,26.19,7.19,22.06,2.39,96.68,1.4126,-2.1513,-1.0636,2.9577
07-01-2013,14.96,25.76,7.09,17.38,3.42,96.9,1.3997,-2.2514,-1.1736,4.176
08-01-2013,15.22,26.42,6.41,14.75,2.9,96.99,1.3919,-2.3075,-1.2357,3.8036
09-01-2013,17.62,28.16,8.84,18.69,2.35,96.95,1.3634,-2.2612,-1.2114,3.1873
10-01-2013,18.47,29.17,9.97,21.88,2.36,96.88,1.3954,-2.1899,-1.1154,3.1699
11-01-2013,18.83,29.83,10.34,22.88,2.22,96.98,1.4662,-2.1334,-1.0044,3.0299
12-01-2013,21.24,30.71,11.07,21.88,1.07,97.0,1.4256,-2.1388,-1.0411,1.51
13-01-2013,22.15,32.53,13.46,27.56,1.85,96.77,1.4584,-2.0334,-0.9104,2.5728
14-01-2013,21.99,32.06,13.51,39.31,1.73,96.68,1.4334,-1.835,-0.7313,2.0131
15-01-2013,22.94,32.51,16.76,34.44,1.72,96.72,1.4057,-1.9466,-0.8642,2.2019
16-01-2013,22.57,31.19,14.61,32.56,1.55,96.77,1.1327,-2.1103,-1.2381,1.8859
17-01-2013,22.4,32.01,14.74,31.19,2.52,96.65,1.3478,-2.0384,-1.0006,3.2164
18-01-2013,18.68,26.07,12.59,44.19,3.29,96.92,1.4161,-1.821,-0.7306,2.9109
19-01-2013,16.91,26.49,9.02,31.19,2.61,97.13,1.4878,-1.9942,-0.8486,2.9075
20-01-2013,16.98,26.65,9.09,26.44,3.21,97.08,1.4636,-2.0882,-0.9612,3.6901
21-01-2013,17.21,26.84,9.38,18.62,2.86,97.14,1.4714,-2.2295,-1.0965,3.7315
22-01-2013,18.17,27.59,9.78,21.75,2.95,97.1,1.372,-2.2282,-1.1717,3.7267
23-01-2013,19.69,27.8,13.13,25.38,3.55,97.04,1.1146,-2.3202,-1.462,4.2
24-01-2013,18.63,26.62,12.88,34.12,3.95,97.06,1.1422,-2.1561,-1.2766,3.9368
25-01-2013,18.78,27.48,11.76,35.81,2.84,97.06,1.1681,-2.1091,-1.2096,2.9451
26-01-2013,19.08,28.79,10.75,21.5,2.45,97.09,1.2571,-2.328,-1.36,3.2392
27-01-2013,19.32,28.55,12.04,20.31,2.02,97.06,1.2537,-2.3678,-1.4025,2.7535
28-01-2013,19.83,29.87,11.44,21.0,1.67,96.94,1.1975,-2.3899,-1.4678,2.2811
29-01-2013,20.38,30.21,12.83,15.44,2.09,96.87,1.3945,-2.4181,-1.3443,3.1579
30-01-2013,20.0,28.93,11.87,23.06,2.37,96.9,1.0532,-2.4204,-1.6094,3.0457
31-01-2013,21.32,29.0,16.03,27.5,2.33,96.91,0.8951,-2.4298,-1.7406,2.8678
01-02-2013,23.01,31.66,14.55,33.25,1.94,96.88,1.2528,-2.0683,-1.1036,2.4009
02-02-2013,24.47,32.72,17.8,33.75,1.62,96.75,1.2269,-2.0691,-1.1244,2.054
03-02-2013,24.01,32.24,15.98,31.06,2.09,96.66,1.277,-2.0954,-1.1121,2.7203
04-02-2013,24.4,30.51,19.17,42.0,1.95,96.61,1.0619,-1.969,-1.1514,2.0786
05-02-2013,22.86,29.52,17.35,51.44,2.63,96.78,1.3478,-1.717,-0.6792,2.3219
06-02-2013,21.9,29.37,16.52,41.19,2.31,96.95,1.315,-1.9426,-0.9301,2.4527
07-02-2013,21.26,29.71,13.12,39.12,2.95,96.85,1.4818,-1.893,-0.7521,3.1393
08-02-2013,20.23,29.55,12.63,26.75,3.21,96.83,1.4999,-2.1396,-0.9847,4.002
09-02-2013,21.3,31.21,12.26,27.25,2.57,96.77,1.4066,-2.1701,-1.087,3.3523
10-02-2013,23.98,32.96,15.88,32.75,2.56,96.63,1.3945,-2.0364,-0.9626,3.272
11-02-2013,25.13,33.07,17.94,46.06,1.87,96.61,1.3029,-1.7841,-0.7809,1.9832
12-02-2013,24.35,30.97,19.7,57.25,1.7,96.71,0.9763,-1.746,-0.9942,1.305
13-02-2013,24.06,31.87,17.59,55.0,2.0,96.71,1.3565,-1.6473,-0.6028,1.7439
14-02-2013,23.83,30.73,19.12,52.94,2.66,96.6,0.7897,-1.9257,-1.3176,2.1815
15-02-2013,23.82,31.46,17.7,55.19,2.66,96.37,1.2234,-1.711,-0.769,2.1961
16-02-2013,20.54,26.3,13.68,43.69,3.71,96.19,1.5466,-1.8158,-0.625,3.2929
17-02-2013,18.07,26.98,10.84,46.5,2.05,96.53,1.8334,-1.728,-0.3163,1.9465
18-02-2013,19.12,29.02,11.01,37.94,2.38,96.73,1.8265,-1.8438,-0.4374,2.6555
19-02-2013,21.06,31.14,12.42,34.94,2.29,96.7,1.8127,-1.8791,-0.4833,2.8195
20-02-2013,21.33,31.3,12.59,35.0,2.84,96.8,1.8265,-1.8709,-0.4645,3.4069
21-02-2013,23.17,33.16,13.88,33.88,2.38,96.76,1.7937,-1.8828,-0.5017,3.0973
22-02-2013,24.82,35.4,15.25,33.25,2.13,96.69,1.6813,-1.9327,-0.6381,2.9203
23-02-2013,25.1,34.47,17.28,30.25,2.64,96.72,1.7245,-1.9814,-0.6535,3.6997
24-02-2013,22.43,31.62,14.59,34.69,2.39,96.91,1.8948,-1.8514,-0.3924,3.0356
25-02-2013,22.96,32.93,14.29,34.62,2.43,96.93,1.8282,-1.8819,-0.4742,3.1233
26-02-2013,24.72,34.83,15.18,28.62,2.7,96.79,1.7781,-2.0014,-0.6322,3.8445
27-02-2013,23.97,33.23,15.55,24.19,2.38,96.82,1.804,-2.1022,-0.7131,3.5601
28-02-2013,23.88,34.17,15.42,19.88,2.34,96.88,1.9345,-2.1618,-0.6722,3.7779
01-03-2013,22.89,34.11,14.17,14.0,3.22,96.99,1.9846,-2.3066,-0.7785,5.2767
02-03-2013,23.41,35.37,13.03,12.88,2.37,97.0,2.0399,-2.3084,-0.7376,4.177
03-03-2013,24.27,35.69,14.01,11.0,2.05,96.94,2.0684,-2.3579,-0.7652,3.7781
04-03-2013,25.01,35.58,13.82,11.94,1.66,96.86,2.0831,-2.3038,-0.6998,3.0785
05-03-2013,24.98,36.12,14.26,13.81,1.7,96.86,2.0485,-2.2854,-0.708,3.1037
06-03-2013,25.26,35.73,15.88,14.81,2.3,96.9,2.0408,-2.273,-0.7016,4.0697
07-03-2013,25.64,36.55,15.62,14.25,1.82,96.88,2.0356,-2.2991,-0.7317,3.3298
08-03-2013,26.0,36.73,15.51,14.12,1.48,96.83,2.039,-2.2992,-0.7291,2.7405
09-03-2013,26.88,37.81,17.41,14.0,2.19,96.61,1.9958,-2.3523,-0.8155,4.0449
10-03-2013,26.96,36.83,18.26,16.75,2.45,96.38,1.9794,-2.2688,-0.7447,4.3064
11-03-2013,27.12,36.75,17.98,20.62,2.1,96.48,1.9708,-2.1518,-0.6343,3.5836
12-03-2013,28.07,37.62,20.89,12.38,2.12,96.5,1.8662,-2.5115,-1.0745,3.9935
13-03-2013,26.91,35.61,19.63,15.94,2.23,96.54,1.7453,-2.4292,-1.0853,3.8712
14-03-2013,26.21,35.62,17.51,24.06,2.58,96.61,2.0148,-2.0618,-0.5104,4.0765
15-03-2013,27.1,35.78,18.84,21.19,2.07,96.71,1.6813,-2.2853,-0.9906,3.3887
16-03-2013,26.19,33.44,20.96,45.25,3.45,96.74,1.5768,-1.7776,-0.5634,3.6802
17-03-2013,25.78,34.3,18.69,48.94,2.06,96.79,1.9008,-1.6069,-0.1432,2.2743
18-03-2013,26.75,35.9,17.45,30.5,1.8,96.57,2.0244,-1.9012,-0.3425,2.742
